Age,Years_of_Experience,Monthly_Working_Hours,Training_Hours_per_Year,Performance_Rating,Job_Satisfaction_Level,Promotion_in_Last_2_Years,Attrition,Department_HR,Department_Operations,Department_Sales,Department_Tech
31,31,193,25,5,1,0,0,False,False,True,False
32,32,193,7,1,2,0,0,True,False,False,False
30,7,169,48,2,2,0,0,True,False,False,False
52,13,129,3,3,1,0,0,False,True,False,False
36,33,222,35,3,1,0,1,False,False,False,True
28,7,213,17,3,2,0,0,False,False,False,False
58,6,248,26,2,2,0,0,False,False,False,True
32,12,162,18,2,3,0,0,False,False,False,True
44,20,202,2,4,1,0,0,False,True,False,False
48,31,223,8,4,3,1,0,False,False,False,False
28,10,153,38,2,3,0,0,False,False,True,False
48,13,143,1,4,2,0,0,False,False,False,False
56,10,160,8,3,1,0,0,False,False,True,False
46,1,132,5,4,2,0,0,False,False,False,False
28,33,147,37,3,2,0,0,True,False,False,False
48,16,202,27,3,2,0,0,False,False,False,False
48,13,248,47,4,2,0,0,False,True,False,False
57,24,226,33,3,3,0,0,False,False,True,False
56,26,132,28,2,1,0,1,False,False,False,True
47,7,233,47,3,2,0,0,False,True,False,False
37,16,225,2,4,3,0,1,False,False,True,False
29,4,124,15,3,2,0,0,False,False,True,False
53,11,216,43,3,1,0,0,False,False,False,True
40,17,133,34,4,1,1,0,True,False,False,False
33,25,199,10,4,2,0,0,False,True,False,False
48,30,239,42,3,2,0,0,False,False,False,True
49,5,154,22,3,1,0,0,False,False,False,True
33,14,122,29,3,1,0,0,True,False,False,False
55,25,123,47,1,2,0,1,False,True,False,False
26,11,200,4,4,1,0,0,False,False,False,True
38,13,230,7,4,3,0,0,True,False,False,False
25,0,178,42,3,2,0,0,False,True,False,False
45,16,193,42,2,2,0,0,False,False,False,False
22,32,248,49,1,1,0,0,False,False,True,False
30,28,178,9,3,3,0,0,True,False,False,False
50,30,237,27,3,1,0,1,False,False,True,False
25,7,222,35,3,1,0,0,False,False,False,False
53,29,128,9,3,1,0,0,False,False,False,True
21,12,218,13,2,1,0,0,False,False,False,True
38,15,233,37,3,2,0,0,False,True,False,False
52,1,181,36,3,2,0,0,True,False,False,False
31,17,181,46,3,1,0,0,True,False,False,False
41,34,129,4,3,2,0,0,False,True,False,False
46,18,206,5,2,2,0,0,False,False,True,False
45,12,130,29,4,3,0,0,False,False,False,True
42,3,181,18,4,1,0,0,False,False,False,True
47,18,196,48,4,1,0,0,True,False,False,False
33,24,223,13,2,1,0,0,True,False,False,False
53,30,175,10,2,2,0,1,False,True,False,False
54,3,229,45,3,2,0,0,False,False,False,False
55,6,168,4,4,2,0,0,False,False,True,False
21,15,135,44,4,1,0,0,False,False,False,False
41,4,192,30,4,2,0,0,False,False,False,False
26,22,235,43,1,2,0,1,True,False,False,False
48,31,212,31,4,2,0,0,True,False,False,False
37,23,152,23,4,1,0,0,True,False,False,False
25,24,207,9,1,2,0,0,False,False,False,False
51,27,158,12,3,2,0,0,False,False,True,False
25,18,233,46,3,2,0,0,True,False,False,False
58,6,196,12,2,3,0,0,False,False,False,True
23,16,206,35,3,2,0,0,False,False,True,False
43,1,233,21,4,1,0,1,False,False,False,True
57,15,175,8,4,1,0,1,False,False,True,False
57,17,160,18,5,3,0,0,True,False,False,False
30,0,223,6,3,2,0,1,False,True,False,False
30,2,218,14,3,2,0,0,True,False,False,False
39,20,178,16,4,2,0,0,False,False,False,False
37,29,241,45,3,1,0,0,False,False,False,False
41,10,239,13,1,3,0,0,False,False,True,False
34,21,160,40,4,1,0,0,False,False,False,False
29,24,185,47,3,2,0,1,True,False,False,False
21,2,181,1,1,2,0,0,False,False,False,True
33,29,159,13,1,2,0,0,True,False,False,False
24,23,159,3,5,2,0,0,False,False,True,False
21,22,221,2,3,2,0,0,False,False,False,False
52,7,134,2,3,2,0,0,False,False,False,True
54,3,243,10,5,2,0,0,False,True,False,False
48,30,143,4,3,1,0,0,False,False,False,True
51,28,167,47,1,2,0,0,False,False,False,True
28,12,167,28,3,2,0,0,True,False,False,False
59,8,166,27,1,2,1,0,False,True,False,False
46,20,224,22,1,2,0,0,False,False,True,False
54,2,232,29,4,2,0,0,False,False,True,False
23,24,127,22,3,1,0,0,False,False,False,True
32,24,137,40,4,2,0,0,False,False,False,True
21,11,227,21,3,1,0,1,False,False,False,False
25,28,203,42,2,2,1,0,False,True,False,False
50,10,184,11,3,2,0,0,False,False,False,True
50,10,228,26,1,1,0,1,False,False,False,False
37,25,165,39,3,2,0,0,False,True,False,False
43,13,185,45,3,3,1,0,False,False,True,False
35,15,199,48,2,2,0,0,False,False,False,False
57,9,225,14,4,3,0,0,False,True,False,False
41,30,245,46,1,3,0,0,False,False,False,False
34,30,132,22,3,2,0,0,False,False,False,True
22,9,147,43,4,3,0,1,True,False,False,False
31,25,242,40,3,2,0,0,False,False,True,False
59,19,186,43,4,2,0,0,False,False,False,True
58,8,124,18,3,3,0,0,False,False,False,True
54,14,219,43,5,2,0,1,False,True,False,False
58,8,200,10,3,1,0,0,False,False,False,False
54,6,163,37,5,1,1,0,False,False,True,False
38,25,238,39,3,2,0,0,False,False,False,True
50,23,165,42,4,2,0,0,False,True,False,False
35,11,187,2,5,1,0,0,False,False,True,False
47,19,247,15,3,3,0,0,False,False,False,False
54,13,168,31,4,2,0,0,False,False,False,True
58,21,221,37,3,2,0,0,False,False,False,True
53,15,196,8,3,1,0,0,False,False,False,True
44,28,139,40,3,1,0,1,False,False,True,False
35,31,230,37,2,1,0,0,False,False,True,False
50,18,234,4,3,2,0,0,False,False,True,False
37,34,131,0,5,2,0,1,False,False,True,False
25,31,198,34,4,2,0,1,False,True,False,False
49,19,238,34,4,1,0,0,True,False,False,False
24,19,155,11,3,3,0,1,False,True,False,False
30,7,127,35,3,1,0,1,False,False,False,True
37,34,147,20,2,1,0,1,False,True,False,False
30,12,235,47,2,3,0,0,False,False,False,False
37,5,205,42,1,1,1,0,False,False,True,False
40,15,168,7,4,2,0,0,False,False,False,False
44,4,199,26,4,1,0,0,False,False,False,False
25,33,124,8,3,1,0,0,False,False,False,True
54,5,165,27,1,2,0,0,False,False,True,False
26,32,217,29,3,1,1,1,False,False,False,False
22,14,221,13,3,1,0,0,False,False,False,True
33,14,121,22,3,2,0,1,False,False,True,False
31,13,144,28,3,2,0,0,True,False,False,False
43,4,120,25,3,3,0,0,False,False,False,True
36,25,187,21,5,3,0,1,False,True,False,False
51,16,188,14,3,2,0,0,False,False,True,False
31,15,135,8,4,1,0,1,False,False,False,False
36,34,137,25,3,2,1,0,False,False,False,False
28,22,226,16,3,2,0,0,False,True,False,False
24,12,136,8,4,1,0,0,False,True,False,False
24,32,244,2,3,2,0,0,False,False,False,False
45,28,201,15,1,3,0,0,False,False,True,False
23,33,123,12,1,2,0,0,False,False,False,True
52,33,234,25,4,2,0,0,False,True,False,False
23,26,214,16,3,1,0,0,False,True,False,False
47,14,214,31,3,2,0,0,False,True,False,False
49,8,150,23,2,1,0,0,True,False,False,False
52,25,135,35,2,3,0,0,False,False,True,False
39,2,161,21,4,1,0,0,False,False,True,False
41,4,149,8,4,3,0,0,False,False,True,False
25,19,145,21,3,2,0,1,False,False,True,False
38,19,150,40,3,2,0,0,False,False,True,False
48,4,169,49,5,3,0,0,False,False,False,False
42,9,171,45,3,1,1,1,False,True,False,False
41,15,157,19,4,1,0,0,False,False,False,False
26,24,139,2,1,3,1,1,True,False,False,False
21,24,218,35,3,2,0,0,False,False,False,True
25,29,163,32,4,2,0,0,False,True,False,False
32,13,230,17,3,1,0,0,True,False,False,False
46,21,208,35,4,2,0,0,False,False,False,False
54,27,182,9,4,1,0,0,False,False,False,True
34,29,237,35,2,2,0,0,True,False,False,False
46,18,191,20,4,2,0,0,False,False,False,True
47,19,173,24,2,2,1,0,True,False,False,False
29,34,167,48,4,1,0,0,False,False,False,False
46,21,220,39,5,2,0,1,False,False,False,True
42,14,179,8,5,2,0,0,True,False,False,False
50,10,217,47,4,2,0,0,False,False,False,False
37,33,219,26,3,2,0,0,False,True,False,False
46,23,218,14,4,1,0,0,False,False,False,False
56,5,192,31,4,3,1,0,False,False,False,False
21,16,238,47,1,2,0,0,False,True,False,False
28,27,247,43,2,2,0,0,False,False,False,False
55,30,207,49,3,1,0,0,False,True,False,False
35,8,224,38,1,2,0,0,False,True,False,False
42,9,138,15,5,1,1,1,False,True,False,False
34,20,199,27,3,3,0,1,True,False,False,False
46,33,145,5,3,2,0,1,False,False,False,True
48,30,240,5,3,1,1,0,True,False,False,False
43,28,152,37,4,1,0,1,False,True,False,False
34,10,225,46,5,3,1,0,False,False,False,True
44,32,149,1,2,2,0,1,False,False,False,True
22,0,245,40,4,1,0,0,False,True,False,False
46,20,155,39,3,3,0,0,False,False,False,True
34,22,244,6,3,1,0,0,False,False,False,True
27,8,243,26,4,2,0,1,True,False,False,False
23,0,237,27,2,2,1,0,False,False,False,True
43,20,242,15,3,3,1,1,False,True,False,False
38,21,156,46,3,2,0,1,False,False,True,False
58,3,180,8,1,2,0,0,False,False,True,False
55,0,215,14,2,2,0,0,False,False,True,False
35,9,239,33,2,2,0,0,False,True,False,False
45,14,131,19,3,1,0,0,False,False,True,False
57,28,241,13,2,2,1,0,True,False,False,False
48,4,154,10,3,2,0,0,False,True,False,False
30,28,186,29,3,2,1,0,False,True,False,False
59,26,157,2,5,2,0,0,False,True,False,False
37,24,143,1,3,2,0,1,False,False,False,True
59,15,200,49,5,2,0,0,False,False,False,True
42,15,191,13,1,2,0,1,False,False,False,True
46,24,198,28,4,3,0,0,False,False,False,False
45,0,233,4,1,2,0,1,True,False,False,False
37,4,164,43,4,2,0,1,False,True,False,False
33,19,244,45,3,1,0,0,False,True,False,False
40,4,215,5,3,1,0,1,False,False,False,True
45,28,132,7,3,2,0,0,False,True,False,False
24,33,229,38,2,1,0,0,False,True,False,False
30,17,125,38,4,3,0,0,False,False,True,False
23,1,216,43,5,3,0,0,False,True,False,False
38,15,190,28,2,2,0,0,False,False,False,False
56,28,166,38,5,2,0,0,False,False,False,True
42,32,212,43,2,2,0,0,True,False,False,False
54,15,220,26,4,2,0,0,True,False,False,False
28,34,163,15,5,2,0,0,False,False,True,False
39,16,151,26,2,1,0,1,True,False,False,False
57,3,122,38,3,3,0,0,True,False,False,False
26,3,203,39,3,2,0,0,False,False,False,True
46,24,123,0,3,1,0,0,False,False,False,True
54,32,207,44,4,2,0,0,False,False,False,False
26,13,225,32,4,2,0,0,False,False,True,False
57,23,224,49,5,1,0,0,True,False,False,False
53,10,155,38,2,1,0,0,False,False,False,False
42,24,177,26,3,1,1,0,False,False,True,False
41,27,127,16,3,3,0,0,True,False,False,False
26,6,205,14,5,1,0,0,True,False,False,False
26,9,216,21,1,2,1,0,False,False,False,True
24,30,178,18,5,1,0,0,False,True,False,False
50,18,149,27,3,2,0,0,False,False,True,False
31,17,220,22,3,2,0,0,True,False,False,False
50,5,186,35,3,3,0,0,False,False,True,False
51,27,212,48,4,2,1,0,False,False,False,False
44,6,182,38,3,2,0,0,False,False,False,False
29,11,151,47,4,2,0,0,False,True,False,False
23,33,206,48,3,2,0,1,True,False,False,False
51,24,170,19,3,1,0,0,False,False,False,True
57,16,182,46,1,2,0,0,True,False,False,False
56,32,199,8,4,1,0,0,False,False,True,False
44,22,206,22,3,3,0,0,False,False,False,False
51,8,229,44,4,2,0,0,False,False,True,False
26,5,220,6,3,2,0,0,False,True,False,False
22,1,248,30,3,2,0,0,False,False,False,False
40,8,138,10,3,2,1,0,False,False,False,True
48,2,220,39,3,2,0,0,False,False,False,False
31,15,213,16,4,2,0,0,True,False,False,False
24,24,200,35,4,1,1,1,True,False,False,False
35,23,222,25,2,1,0,0,False,False,False,False
26,28,232,35,5,1,0,0,False,True,False,False
50,25,132,17,3,1,0,1,True,False,False,False
58,34,237,30,4,3,0,0,True,False,False,False
22,22,205,48,2,2,0,0,False,False,False,True
35,3,142,34,1,1,0,0,False,False,False,False
31,13,226,40,3,1,0,1,True,False,False,False
28,6,131,27,3,2,0,0,False,True,False,False
46,7,197,25,5,2,0,0,False,False,True,False
25,18,186,5,2,2,0,1,False,False,False,False
26,1,227,33,1,2,0,1,False,False,False,True
46,0,163,27,1,3,0,0,True,False,False,False
24,12,126,43,2,1,0,0,False,True,False,False
39,23,247,46,3,2,0,0,False,False,False,False
40,31,216,8,3,3,0,1,False,True,False,False
53,29,130,28,3,1,0,1,False,True,False,False
40,5,225,33,1,2,0,0,False,False,False,True
32,32,202,11,2,1,0,0,False,False,False,False
21,22,155,15,2,2,0,0,True,False,False,False
46,9,237,6,4,1,0,0,False,False,False,True
34,14,160,30,4,3,0,0,True,False,False,False
58,22,211,32,4,3,0,1,False,False,True,False
57,0,168,6,5,3,1,0,False,True,False,False
31,7,172,2,4,2,0,0,False,False,True,False
56,2,226,19,3,3,0,1,False,True,False,False
33,13,152,4,3,2,0,0,False,False,False,True
23,16,238,2,5,2,0,1,True,False,False,False
53,33,151,46,3,1,0,0,True,False,False,False
26,5,237,37,3,2,0,1,False,False,False,True
30,4,181,14,3,2,1,0,False,False,False,False
25,28,201,34,5,1,0,1,False,False,True,False
43,34,249,22,4,2,0,0,False,False,True,False
30,17,196,32,3,3,0,1,True,False,False,False
22,29,135,1,5,2,1,1,True,False,False,False
33,14,242,35,5,2,0,0,True,False,False,False
22,14,127,20,2,3,0,0,False,False,False,True
40,15,186,13,4,1,0,0,False,False,False,False
21,32,234,13,4,3,0,0,False,False,True,False
57,9,232,41,1,2,1,0,False,True,False,False
29,18,151,10,4,2,0,0,False,False,False,True
37,2,224,3,3,1,0,0,False,False,True,False
29,3,144,46,4,1,0,0,False,False,False,False
31,10,172,29,5,2,0,0,False,False,False,True
35,32,200,35,3,2,0,0,False,False,True,False
44,27,144,19,3,2,0,0,False,False,False,True
58,31,152,15,5,2,0,0,False,False,True,False
55,15,150,33,5,2,0,0,False,False,True,False
50,8,155,44,1,2,1,0,False,False,False,False
51,10,206,7,5,3,0,1,False,True,False,False
25,5,242,44,1,2,0,0,False,False,False,False
34,26,163,19,3,3,0,1,False,False,True,False
31,11,167,20,4,1,0,0,False,False,False,True
29,21,132,39,4,2,0,0,False,False,False,False
54,20,210,29,4,2,1,0,False,True,False,False
32,32,185,35,1,3,0,0,False,False,True,False
55,16,147,4,2,2,0,0,False,False,False,False
55,28,244,20,5,1,0,1,False,False,False,False
21,9,199,37,1,2,1,0,False,False,False,False
42,17,191,22,1,1,0,1,False,False,False,False
49,12,163,18,4,1,0,0,False,False,False,True
28,26,238,9,3,2,0,0,False,True,False,False
31,9,165,26,3,3,0,0,False,True,False,False
57,31,203,34,2,1,0,0,False,False,True,False
34,2,145,12,4,1,0,0,True,False,False,False
50,21,215,8,5,3,0,0,False,False,False,True
55,26,132,16,1,2,0,0,False,False,True,False
41,2,244,30,3,3,0,0,False,False,True,False
57,32,188,41,3,1,0,1,False,False,False,False
25,1,170,43,4,2,0,1,True,False,False,False
39,10,132,44,3,1,0,0,True,False,False,False
34,9,179,23,4,3,0,0,False,False,False,True
46,32,151,41,3,3,0,0,True,False,False,False
24,6,137,18,3,3,0,0,False,False,True,False
45,14,212,48,4,1,0,1,True,False,False,False
45,25,163,29,3,3,0,1,True,False,False,False
38,10,156,4,4,3,0,1,False,True,False,False
28,26,246,7,3,2,0,0,False,False,True,False
59,6,138,36,2,2,1,0,True,False,False,False
34,0,151,46,3,3,0,0,True,False,False,False
52,9,225,35,3,2,0,0,False,False,False,False
58,20,141,24,3,1,0,0,True,False,False,False
53,14,241,44,4,3,0,0,True,False,False,False
43,29,248,48,3,2,1,1,False,True,False,False
35,29,173,4,4,3,0,0,False,False,True,False
53,7,177,32,3,2,0,1,False,False,False,True
45,23,189,21,2,1,0,0,False,False,True,False
37,18,182,46,2,2,1,0,False,False,False,False
53,2,122,41,4,2,0,1,False,False,True,False
22,14,218,24,1,1,0,0,True,False,False,False
34,5,164,42,2,2,0,0,False,False,False,False
59,17,136,49,1,1,0,0,False,False,True,False
26,18,124,28,3,2,0,0,False,False,False,False
26,29,130,44,3,3,0,1,False,False,False,True
23,12,211,29,1,2,0,1,False,False,True,False
27,11,158,47,3,2,0,0,True,False,False,False
28,33,161,29,3,2,0,0,False,False,False,False
35,11,213,43,4,2,0,0,False,True,False,False
49,23,124,45,4,2,0,0,False,False,False,False
53,3,171,30,4,2,0,0,False,True,False,False
50,13,163,33,3,3,0,1,True,False,False,False
59,16,234,27,2,2,0,0,False,False,False,True
47,2,246,9,4,3,0,0,False,True,False,False
56,22,235,3,3,3,1,0,False,False,False,True
49,12,187,32,3,1,0,0,False,False,False,False
58,8,166,16,5,2,0,0,True,False,False,False
53,20,246,10,5,3,0,0,False,True,False,False
57,7,154,6,4,3,0,1,False,False,False,False
47,16,126,16,5,2,0,1,False,False,True,False
53,15,235,27,4,2,0,0,False,False,False,False
24,15,171,16,4,2,1,0,False,False,False,True
42,27,229,40,3,1,0,0,True,False,False,False
22,15,165,9,5,3,0,1,True,False,False,False
30,13,142,25,4,3,0,1,False,False,False,False
25,19,246,5,2,2,0,1,False,False,True,False
30,33,128,16,3,1,0,0,False,False,False,True
53,28,172,15,1,3,0,0,False,False,False,False
58,2,167,38,5,2,0,0,False,False,False,False
33,9,242,25,3,1,0,1,True,False,False,False
51,19,201,3,2,1,1,0,False,False,False,True
56,1,228,19,3,1,0,0,False,False,True,False
44,26,126,48,5,2,0,0,True,False,False,False
35,31,218,40,3,1,0,0,False,False,False,False
49,9,150,10,3,1,0,1,True,False,False,False
28,16,221,22,3,3,0,0,True,False,False,False
25,32,175,32,1,3,0,0,False,True,False,False
49,5,218,30,1,1,0,0,True,False,False,False
24,17,124,6,3,1,0,0,True,False,False,False
32,8,149,21,3,2,0,0,False,False,False,True
22,7,141,4,3,1,0,0,True,False,False,False
47,24,146,36,3,1,0,0,False,False,True,False
51,30,246,0,1,2,0,0,False,False,False,False
56,3,142,5,5,3,0,0,False,False,False,True
56,19,194,44,3,3,0,0,True,False,False,False
46,27,236,46,1,3,0,1,False,False,True,False
47,0,127,3,2,2,0,0,False,False,False,False
25,22,220,29,1,2,0,0,False,False,False,True
40,12,124,29,2,2,0,1,False,False,True,False
31,15,205,16,3,2,0,0,True,False,False,False
30,25,249,23,4,2,0,0,False,True,False,False
58,30,131,30,3,2,1,0,False,True,False,False
26,0,166,27,3,1,0,0,False,False,False,True
28,16,145,44,5,1,0,1,False,False,True,False
43,15,221,42,3,3,0,1,False,False,False,False
46,9,239,3,4,2,0,0,False,False,True,False
32,30,189,38,2,1,0,0,False,True,False,False
46,9,121,18,2,2,0,0,False,False,False,True
33,33,145,23,3,1,0,0,True,False,False,False
38,5,133,6,2,1,0,0,False,False,True,False
45,27,201,45,5,1,0,0,False,True,False,False
53,27,221,47,1,2,0,0,False,False,False,False
32,12,151,8,3,1,0,0,False,False,False,True
56,11,181,21,3,2,0,1,True,False,False,False
24,1,234,1,1,1,0,1,False,False,True,False
25,7,149,26,4,1,0,0,False,False,False,False
57,8,150,15,3,3,0,0,True,False,False,False
28,7,156,4,4,2,1,0,False,True,False,False
48,2,221,11,4,2,0,0,False,True,False,False
51,8,247,25,3,1,0,0,False,False,False,False
29,12,205,14,3,1,0,0,False,True,False,False
49,8,178,2,3,3,0,0,False,False,False,True
34,30,147,8,2,1,0,1,False,False,False,False
42,24,241,27,1,3,0,0,False,True,False,False
31,7,180,38,5,2,1,0,False,False,True,False
43,30,135,35,3,2,0,0,False,True,False,False
21,30,188,24,1,2,0,1,False,False,False,True
57,16,163,40,1,2,0,0,True,False,False,False
41,18,232,27,3,1,0,0,True,False,False,False
46,2,138,46,1,2,0,0,False,True,False,False
56,29,203,20,3,3,0,1,True,False,False,False
43,9,212,28,1,1,0,0,False,True,False,False
21,28,219,24,1,2,0,0,False,False,False,True
35,17,158,29,4,2,0,0,True,False,False,False
41,11,186,38,5,2,0,0,False,False,True,False
29,22,192,10,3,1,0,0,False,True,False,False
29,10,169,18,4,3,1,0,True,False,False,False
30,8,172,10,1,2,0,0,False,False,False,True
46,23,165,24,4,3,0,1,False,False,False,True
55,24,171,0,1,3,0,0,False,False,True,False
45,24,243,31,4,1,0,0,False,False,False,True
46,8,124,20,4,1,0,0,False,False,False,True
31,11,193,44,4,3,0,0,True,False,False,False
58,10,214,12,4,2,0,0,False,True,False,False
22,27,194,33,3,1,0,0,False,False,False,False
27,7,235,16,3,3,0,1,False,False,False,True
38,9,249,46,3,2,0,0,False,False,False,True
47,24,187,18,3,2,0,0,False,False,False,False
54,8,199,9,1,2,0,0,False,False,False,True
47,7,224,41,3,3,0,1,True,False,False,False
37,2,188,8,4,1,0,0,True,False,False,False
44,17,135,10,1,2,0,1,False,False,False,False
45,34,206,37,3,2,0,1,False,False,False,True
27,16,243,30,4,3,0,1,False,False,False,True
26,27,160,1,2,2,1,0,False,True,False,False
44,14,238,23,3,2,0,0,False,False,False,True
53,18,138,41,5,2,0,0,True,False,False,False
49,21,195,46,4,2,0,1,False,False,True,False
42,5,228,4,3,2,1,0,False,False,True,False
46,6,238,49,3,3,0,0,False,False,True,False
48,8,232,29,2,2,0,1,False,False,True,False
41,19,121,38,1,3,0,0,False,False,False,True
27,10,139,34,3,2,1,0,False,False,False,True
37,1,238,47,5,1,0,0,False,True,False,False
40,21,214,16,5,2,0,1,False,False,False,True
40,4,140,30,4,1,0,1,False,False,True,False
42,6,127,1,3,2,1,0,False,False,False,False
48,5,148,15,2,2,0,0,False,False,False,False
27,21,154,20,3,3,0,0,True,False,False,False
21,9,157,29,3,1,0,0,True,False,False,False
52,19,209,0,3,3,1,1,False,False,False,True
33,27,187,13,4,3,0,0,False,False,False,False
50,22,228,15,4,1,0,0,False,False,True,False
43,34,230,8,4,3,0,0,False,False,True,False
