Employee_ID,Age,Department,Years_of_Experience,Monthly_Working_Hours,Training_Hours_per_Year,Performance_Rating,Job_Satisfaction_Level,Promotion_in_Last_2_Years,Attrition
E1537,30,Finance,6,176,38,3,Medium,No,No
E1538,46,Sales,21,174,17,3,Low,No,No
E1539,39,Tech,26,226,21,2,Low,Yes,No
E1540,59,Finance,14,170,9,1,Medium,No,No
E1541,23,Sales,34,211,48,2,Medium,No,No
E1542,33,Finance,25,172,28,1,Medium,No,No
E1543,48,Sales,22,155,22,3,Medium,No,Yes
E1544,40,Operations,12,238,3,3,Low,No,Yes
E1545,48,Sales,25,144,18,1,Medium,No,No
E1546,28,HR,2,200,25,1,Medium,No,No
E1547,59,Operations,28,156,6,3,Medium,Yes,No
E1548,21,Finance,1,138,12,4,High,No,Yes
E1549,23,Operations,27,154,2,3,Low,No,No
E1550,33,Operations,22,226,39,2,High,No,No
E1551,48,Finance,5,173,10,4,Medium,No,No
E1552,45,Finance,10,125,15,5,Medium,No,No
E1553,53,HR,33,248,19,3,High,Yes,No
E1554,58,Finance,16,153,22,3,Medium,No,Yes
E1555,26,Tech,2,175,22,3,Low,No,No
E1556,52,Tech,33,216,31,5,Medium,No,Yes
E1557,41,HR,21,145,40,3,Medium,No,Yes
E1558,36,Sales,28,210,41,5,Medium,No,No
E1559,41,Sales,28,157,37,2,Medium,No,No
E1560,31,Tech,4,178,2,3,Medium,No,No
E1561,57,Finance,9,246,7,4,Low,No,Yes
E1562,56,HR,9,143,37,4,Medium,No,Yes
E1563,55,Sales,8,230,39,4,Low,No,No
E1564,39,Sales,20,140,13,4,Medium,No,Yes
E1565,40,Operations,12,179,7,4,Medium,No,No
E1566,38,Tech,9,209,10,3,Medium,No,Yes
E1567,34,Finance,10,125,41,3,Medium,No,No
E1568,35,HR,3,129,41,3,Low,No,No
E1569,51,Sales,30,216,42,3,High,No,No
E1570,21,Operations,33,199,32,3,Medium,No,No
E1571,23,Tech,34,136,14,3,Medium,Yes,No
E1572,36,Tech,32,202,36,2,High,No,No
E1573,43,HR,7,159,13,2,High,No,No
E1574,31,Sales,31,193,25,5,Low,No,No
E1575,32,HR,32,193,7,1,Medium,No,No
E1576,30,HR,7,169,48,2,Medium,No,No
E1577,52,Operations,13,129,3,3,Low,No,No
E1578,36,Tech,33,222,35,3,Low,No,Yes
E1579,28,Finance,7,213,17,3,Medium,No,No
E1580,58,Tech,6,248,26,2,Medium,No,No
E1581,32,Tech,12,162,18,2,High,No,No
E1582,44,Operations,20,202,2,4,Low,No,No
E1583,48,Finance,31,223,8,4,High,Yes,No
E1584,28,Sales,10,153,38,2,High,No,No
E1585,48,Finance,13,143,1,4,Medium,No,No
E1586,56,Sales,10,160,8,3,Low,No,No
E1587,46,Finance,1,132,5,4,Medium,No,No
E1588,28,HR,33,147,37,3,Medium,No,No
E1589,48,Finance,16,202,27,3,Medium,No,No
E1590,48,Operations,13,248,47,4,Medium,No,No
E1591,57,Sales,24,226,33,3,High,No,No
E1592,56,Tech,26,132,28,2,Low,No,Yes
E1593,47,Operations,7,233,47,3,Medium,No,No
E1594,37,Sales,16,225,2,4,High,No,Yes
E1595,29,Sales,4,124,15,3,Medium,No,No
E1596,53,Tech,11,216,43,3,Low,No,No
E1597,40,HR,17,133,34,4,Low,Yes,No
E1598,33,Operations,25,199,10,4,Medium,No,No
E1599,48,Tech,30,239,42,3,Medium,No,No
E1600,49,Tech,5,154,22,3,Low,No,No
E1601,33,HR,14,122,29,3,Low,No,No
E1602,55,Operations,25,123,47,1,Medium,No,Yes
E1603,26,Tech,11,200,4,4,Low,No,No
E1604,38,HR,13,230,7,4,High,No,No
E1605,25,Operations,0,178,42,3,Medium,No,No
E1606,45,Finance,16,193,42,2,Medium,No,No
E1607,22,Sales,32,248,49,1,Low,No,No
E1608,30,HR,28,178,9,3,High,No,No
E1609,50,Sales,30,237,27,3,Low,No,Yes
E1610,25,Finance,7,222,35,3,Low,No,No
E1611,53,Tech,29,128,9,3,Low,No,No
E1612,21,Tech,12,218,13,2,Low,No,No
E1613,38,Operations,15,233,37,3,Medium,No,No
E1614,52,HR,1,181,36,3,Medium,No,No
E1615,31,HR,17,181,46,3,Low,No,No
E1616,41,Operations,34,129,4,3,Medium,No,No
E1617,46,Sales,18,206,5,2,Medium,No,No
E1618,45,Tech,12,130,29,4,High,No,No
E1619,42,Tech,3,181,18,4,Low,No,No
E1620,47,HR,18,196,48,4,Low,No,No
E1621,33,HR,24,223,13,2,Low,No,No
E1622,53,Operations,30,175,10,2,Medium,No,Yes
E1623,54,Finance,3,229,45,3,Medium,No,No
E1624,55,Sales,6,168,4,4,Medium,No,No
E1625,21,Finance,15,135,44,4,Low,No,No
E1626,41,Finance,4,192,30,4,Medium,No,No
E1627,26,HR,22,235,43,1,Medium,No,Yes
E1628,48,HR,31,212,31,4,Medium,No,No
E1629,37,HR,23,152,23,4,Low,No,No
E1630,25,Finance,24,207,9,1,Medium,No,No
E1631,51,Sales,27,158,12,3,Medium,No,No
E1632,25,HR,18,233,46,3,Medium,No,No
E1633,58,Tech,6,196,12,2,High,No,No
E1634,23,Sales,16,206,35,3,Medium,No,No
E1635,43,Tech,1,233,21,4,Low,No,Yes
E1636,57,Sales,15,175,8,4,Low,No,Yes
E1637,57,HR,17,160,18,5,High,No,No
E1638,30,Operations,0,223,6,3,Medium,No,Yes
E1639,30,HR,2,218,14,3,Medium,No,No
E1640,39,Finance,20,178,16,4,Medium,No,No
E1641,37,Finance,29,241,45,3,Low,No,No
E1642,41,Sales,10,239,13,1,High,No,No
E1643,34,Finance,21,160,40,4,Low,No,No
E1644,29,HR,24,185,47,3,Medium,No,Yes
E1645,21,Tech,2,181,1,1,Medium,No,No
E1646,33,HR,29,159,13,1,Medium,No,No
E1647,24,Sales,23,159,3,5,Medium,No,No
E1648,21,Finance,22,221,2,3,Medium,No,No
E1649,52,Tech,7,134,2,3,Medium,No,No
E1650,54,Operations,3,243,10,5,Medium,No,No
E1651,48,Tech,30,143,4,3,Low,No,No
E1652,51,Tech,28,167,47,1,Medium,No,No
E1653,28,HR,12,167,28,3,Medium,No,No
E1654,59,Operations,8,166,27,1,Medium,Yes,No
E1655,46,Sales,20,224,22,1,Medium,No,No
E1656,54,Sales,2,232,29,4,Medium,No,No
E1657,23,Tech,24,127,22,3,Low,No,No
E1658,32,Tech,24,137,40,4,Medium,No,No
E1659,21,Finance,11,227,21,3,Low,No,Yes
E1660,25,Operations,28,203,42,2,Medium,Yes,No
E1661,50,Tech,10,184,11,3,Medium,No,No
E1662,50,Finance,10,228,26,1,Low,No,Yes
E1663,37,Operations,25,165,39,3,Medium,No,No
E1664,43,Sales,13,185,45,3,High,Yes,No
E1665,35,Finance,15,199,48,2,Medium,No,No
E1666,57,Operations,9,225,14,4,High,No,No
E1667,41,Finance,30,245,46,1,High,No,No
E1668,34,Tech,30,132,22,3,Medium,No,No
E1669,22,HR,9,147,43,4,High,No,Yes
E1670,31,Sales,25,242,40,3,Medium,No,No
E1671,59,Tech,19,186,43,4,Medium,No,No
E1672,58,Tech,8,124,18,3,High,No,No
E1673,54,Operations,14,219,43,5,Medium,No,Yes
E1674,58,Finance,8,200,10,3,Low,No,No
E1675,54,Sales,6,163,37,5,Low,Yes,No
E1676,38,Tech,25,238,39,3,Medium,No,No
E1677,50,Operations,23,165,42,4,Medium,No,No
E1678,35,Sales,11,187,2,5,Low,No,No
E1679,47,Finance,19,247,15,3,High,No,No
E1680,54,Tech,13,168,31,4,Medium,No,No
E1681,58,Tech,21,221,37,3,Medium,No,No
E1682,53,Tech,15,196,8,3,Low,No,No
E1683,44,Sales,28,139,40,3,Low,No,Yes
E1684,35,Sales,31,230,37,2,Low,No,No
E1685,50,Sales,18,234,4,3,Medium,No,No
E1686,37,Sales,34,131,0,5,Medium,No,Yes
E1687,25,Operations,31,198,34,4,Medium,No,Yes
E1688,49,HR,19,238,34,4,Low,No,No
E1689,24,Operations,19,155,11,3,High,No,Yes
E1690,30,Tech,7,127,35,3,Low,No,Yes
E1691,37,Operations,34,147,20,2,Low,No,Yes
E1692,30,Finance,12,235,47,2,High,No,No
E1693,37,Sales,5,205,42,1,Low,Yes,No
E1694,40,Finance,15,168,7,4,Medium,No,No
E1695,44,Finance,4,199,26,4,Low,No,No
E1696,25,Tech,33,124,8,3,Low,No,No
E1697,54,Sales,5,165,27,1,Medium,No,No
E1698,26,Finance,32,217,29,3,Low,Yes,Yes
E1699,22,Tech,14,221,13,3,Low,No,No
E1700,33,Sales,14,121,22,3,Medium,No,Yes
E1701,31,HR,13,144,28,3,Medium,No,No
E1702,43,Tech,4,120,25,3,High,No,No
E1703,36,Operations,25,187,21,5,High,No,Yes
E1704,51,Sales,16,188,14,3,Medium,No,No
E1705,31,Finance,15,135,8,4,Low,No,Yes
E1706,36,Finance,34,137,25,3,Medium,Yes,No
E1707,28,Operations,22,226,16,3,Medium,No,No
E1708,24,Operations,12,136,8,4,Low,No,No
E1709,24,Finance,32,244,2,3,Medium,No,No
E1710,45,Sales,28,201,15,1,High,No,No
E1711,23,Tech,33,123,12,1,Medium,No,No
E1712,52,Operations,33,234,25,4,Medium,No,No
E1713,23,Operations,26,214,16,3,Low,No,No
E1714,47,Operations,14,214,31,3,Medium,No,No
E1715,49,HR,8,150,23,2,Low,No,No
E1716,52,Sales,25,135,35,2,High,No,No
E1717,39,Sales,2,161,21,4,Low,No,No
E1718,41,Sales,4,149,8,4,High,No,No
E1719,25,Sales,19,145,21,3,Medium,No,Yes
E1720,38,Sales,19,150,40,3,Medium,No,No
E1721,48,Finance,4,169,49,5,High,No,No
E1722,42,Operations,9,171,45,3,Low,Yes,Yes
E1723,41,Finance,15,157,19,4,Low,No,No
E1724,26,HR,24,139,2,1,High,Yes,Yes
E1725,21,Tech,24,218,35,3,Medium,No,No
E1726,25,Operations,29,163,32,4,Medium,No,No
E1727,32,HR,13,230,17,3,Low,No,No
E1728,46,Finance,21,208,35,4,Medium,No,No
E1729,54,Tech,27,182,9,4,Low,No,No
E1730,34,HR,29,237,35,2,Medium,No,No
E1731,46,Tech,18,191,20,4,Medium,No,No
E1732,47,HR,19,173,24,2,Medium,Yes,No
E1733,29,Finance,34,167,48,4,Low,No,No
E1734,46,Tech,21,220,39,5,Medium,No,Yes
E1735,42,HR,14,179,8,5,Medium,No,No
E1736,50,Finance,10,217,47,4,Medium,No,No
E1737,37,Operations,33,219,26,3,Medium,No,No
E1738,46,Finance,23,218,14,4,Low,No,No
E1739,56,Finance,5,192,31,4,High,Yes,No
E1740,21,Operations,16,238,47,1,Medium,No,No
E1741,28,Finance,27,247,43,2,Medium,No,No
E1742,55,Operations,30,207,49,3,Low,No,No
E1743,35,Operations,8,224,38,1,Medium,No,No
E1744,42,Operations,9,138,15,5,Low,Yes,Yes
E1745,34,HR,20,199,27,3,High,No,Yes
E1746,46,Tech,33,145,5,3,Medium,No,Yes
E1747,48,HR,30,240,5,3,Low,Yes,No
E1748,43,Operations,28,152,37,4,Low,No,Yes
E1749,34,Tech,10,225,46,5,High,Yes,No
E1750,44,Tech,32,149,1,2,Medium,No,Yes
E1751,22,Operations,0,245,40,4,Low,No,No
E1752,46,Tech,20,155,39,3,High,No,No
E1753,34,Tech,22,244,6,3,Low,No,No
E1754,27,HR,8,243,26,4,Medium,No,Yes
E1755,23,Tech,0,237,27,2,Medium,Yes,No
E1756,43,Operations,20,242,15,3,High,Yes,Yes
E1757,38,Sales,21,156,46,3,Medium,No,Yes
E1758,58,Sales,3,180,8,1,Medium,No,No
E1759,55,Sales,0,215,14,2,Medium,No,No
E1760,35,Operations,9,239,33,2,Medium,No,No
E1761,45,Sales,14,131,19,3,Low,No,No
E1762,57,HR,28,241,13,2,Medium,Yes,No
E1763,48,Operations,4,154,10,3,Medium,No,No
E1764,30,Operations,28,186,29,3,Medium,Yes,No
E1765,59,Operations,26,157,2,5,Medium,No,No
E1766,37,Tech,24,143,1,3,Medium,No,Yes
E1767,59,Tech,15,200,49,5,Medium,No,No
E1768,42,Tech,15,191,13,1,Medium,No,Yes
E1769,46,Finance,24,198,28,4,High,No,No
E1770,45,HR,0,233,4,1,Medium,No,Yes
E1771,37,Operations,4,164,43,4,Medium,No,Yes
E1772,33,Operations,19,244,45,3,Low,No,No
E1773,40,Tech,4,215,5,3,Low,No,Yes
E1774,45,Operations,28,132,7,3,Medium,No,No
E1775,24,Operations,33,229,38,2,Low,No,No
E1776,30,Sales,17,125,38,4,High,No,No
E1777,23,Operations,1,216,43,5,High,No,No
E1778,38,Finance,15,190,28,2,Medium,No,No
E1779,56,Tech,28,166,38,5,Medium,No,No
E1780,42,HR,32,212,43,2,Medium,No,No
E1781,54,HR,15,220,26,4,Medium,No,No
E1782,28,Sales,34,163,15,5,Medium,No,No
E1783,39,HR,16,151,26,2,Low,No,Yes
E1784,57,HR,3,122,38,3,High,No,No
E1785,26,Tech,3,203,39,3,Medium,No,No
E1786,46,Tech,24,123,0,3,Low,No,No
E1787,54,Finance,32,207,44,4,Medium,No,No
E1788,26,Sales,13,225,32,4,Medium,No,No
E1789,57,HR,23,224,49,5,Low,No,No
E1790,53,Finance,10,155,38,2,Low,No,No
E1791,42,Sales,24,177,26,3,Low,Yes,No
E1792,41,HR,27,127,16,3,High,No,No
E1793,26,HR,6,205,14,5,Low,No,No
E1794,26,Tech,9,216,21,1,Medium,Yes,No
E1795,24,Operations,30,178,18,5,Low,No,No
E1796,50,Sales,18,149,27,3,Medium,No,No
E1797,31,HR,17,220,22,3,Medium,No,No
E1798,50,Sales,5,186,35,3,High,No,No
E1799,51,Finance,27,212,48,4,Medium,Yes,No
E1800,44,Finance,6,182,38,3,Medium,No,No
E1801,29,Operations,11,151,47,4,Medium,No,No
E1802,23,HR,33,206,48,3,Medium,No,Yes
E1803,51,Tech,24,170,19,3,Low,No,No
E1804,57,HR,16,182,46,1,Medium,No,No
E1805,56,Sales,32,199,8,4,Low,No,No
E1806,44,Finance,22,206,22,3,High,No,No
E1807,51,Sales,8,229,44,4,Medium,No,No
E1808,26,Operations,5,220,6,3,Medium,No,No
E1809,22,Finance,1,248,30,3,Medium,No,No
E1810,40,Tech,8,138,10,3,Medium,Yes,No
E1811,48,Finance,2,220,39,3,Medium,No,No
E1812,31,HR,15,213,16,4,Medium,No,No
E1813,24,HR,24,200,35,4,Low,Yes,Yes
E1814,35,Finance,23,222,25,2,Low,No,No
E1815,26,Operations,28,232,35,5,Low,No,No
E1816,50,HR,25,132,17,3,Low,No,Yes
E1817,58,HR,34,237,30,4,High,No,No
E1818,22,Tech,22,205,48,2,Medium,No,No
E1819,35,Finance,3,142,34,1,Low,No,No
E1820,31,HR,13,226,40,3,Low,No,Yes
E1821,28,Operations,6,131,27,3,Medium,No,No
E1822,46,Sales,7,197,25,5,Medium,No,No
E1823,25,Finance,18,186,5,2,Medium,No,Yes
E1824,26,Tech,1,227,33,1,Medium,No,Yes
E1825,46,HR,0,163,27,1,High,No,No
E1826,24,Operations,12,126,43,2,Low,No,No
E1827,39,Finance,23,247,46,3,Medium,No,No
E1828,40,Operations,31,216,8,3,High,No,Yes
E1829,53,Operations,29,130,28,3,Low,No,Yes
E1830,40,Tech,5,225,33,1,Medium,No,No
E1831,32,Finance,32,202,11,2,Low,No,No
E1832,21,HR,22,155,15,2,Medium,No,No
E1833,46,Tech,9,237,6,4,Low,No,No
E1834,34,HR,14,160,30,4,High,No,No
E1835,58,Sales,22,211,32,4,High,No,Yes
E1836,57,Operations,0,168,6,5,High,Yes,No
E1837,31,Sales,7,172,2,4,Medium,No,No
E1838,56,Operations,2,226,19,3,High,No,Yes
E1839,33,Tech,13,152,4,3,Medium,No,No
E1840,23,HR,16,238,2,5,Medium,No,Yes
E1841,53,HR,33,151,46,3,Low,No,No
E1842,26,Tech,5,237,37,3,Medium,No,Yes
E1843,30,Finance,4,181,14,3,Medium,Yes,No
E1844,25,Sales,28,201,34,5,Low,No,Yes
E1845,43,Sales,34,249,22,4,Medium,No,No
E1846,30,HR,17,196,32,3,High,No,Yes
E1847,22,HR,29,135,1,5,Medium,Yes,Yes
E1848,33,HR,14,242,35,5,Medium,No,No
E1849,22,Tech,14,127,20,2,High,No,No
E1850,40,Finance,15,186,13,4,Low,No,No
E1851,21,Sales,32,234,13,4,High,No,No
E1852,57,Operations,9,232,41,1,Medium,Yes,No
E1853,29,Tech,18,151,10,4,Medium,No,No
E1854,37,Sales,2,224,3,3,Low,No,No
E1855,29,Finance,3,144,46,4,Low,No,No
E1856,31,Tech,10,172,29,5,Medium,No,No
E1857,35,Sales,32,200,35,3,Medium,No,No
E1858,44,Tech,27,144,19,3,Medium,No,No
E1859,58,Sales,31,152,15,5,Medium,No,No
E1860,55,Sales,15,150,33,5,Medium,No,No
E1861,50,Finance,8,155,44,1,Medium,Yes,No
E1862,51,Operations,10,206,7,5,High,No,Yes
E1863,25,Finance,5,242,44,1,Medium,No,No
E1864,34,Sales,26,163,19,3,High,No,Yes
E1865,31,Tech,11,167,20,4,Low,No,No
E1866,29,Finance,21,132,39,4,Medium,No,No
E1867,54,Operations,20,210,29,4,Medium,Yes,No
E1868,32,Sales,32,185,35,1,High,No,No
E1869,55,Finance,16,147,4,2,Medium,No,No
E1870,55,Finance,28,244,20,5,Low,No,Yes
E1871,21,Finance,9,199,37,1,Medium,Yes,No
E1872,42,Finance,17,191,22,1,Low,No,Yes
E1873,49,Tech,12,163,18,4,Low,No,No
E1874,28,Operations,26,238,9,3,Medium,No,No
E1875,31,Operations,9,165,26,3,High,No,No
E1876,57,Sales,31,203,34,2,Low,No,No
E1877,34,HR,2,145,12,4,Low,No,No
E1878,50,Tech,21,215,8,5,High,No,No
E1879,55,Sales,26,132,16,1,Medium,No,No
E1880,41,Sales,2,244,30,3,High,No,No
E1881,57,Finance,32,188,41,3,Low,No,Yes
E1882,25,HR,1,170,43,4,Medium,No,Yes
E1883,39,HR,10,132,44,3,Low,No,No
E1884,34,Tech,9,179,23,4,High,No,No
E1885,46,HR,32,151,41,3,High,No,No
E1886,24,Sales,6,137,18,3,High,No,No
E1887,45,HR,14,212,48,4,Low,No,Yes
E1888,45,HR,25,163,29,3,High,No,Yes
E1889,38,Operations,10,156,4,4,High,No,Yes
E1890,28,Sales,26,246,7,3,Medium,No,No
E1891,59,HR,6,138,36,2,Medium,Yes,No
E1892,34,HR,0,151,46,3,High,No,No
E1893,52,Finance,9,225,35,3,Medium,No,No
E1894,58,HR,20,141,24,3,Low,No,No
E1895,53,HR,14,241,44,4,High,No,No
E1896,43,Operations,29,248,48,3,Medium,Yes,Yes
E1897,35,Sales,29,173,4,4,High,No,No
E1898,53,Tech,7,177,32,3,Medium,No,Yes
E1899,45,Sales,23,189,21,2,Low,No,No
E1900,37,Finance,18,182,46,2,Medium,Yes,No
E1901,53,Sales,2,122,41,4,Medium,No,Yes
E1902,22,HR,14,218,24,1,Low,No,No
E1903,34,Finance,5,164,42,2,Medium,No,No
E1904,59,Sales,17,136,49,1,Low,No,No
E1905,26,Finance,18,124,28,3,Medium,No,No
E1906,26,Tech,29,130,44,3,High,No,Yes
E1907,23,Sales,12,211,29,1,Medium,No,Yes
E1908,27,HR,11,158,47,3,Medium,No,No
E1909,28,Finance,33,161,29,3,Medium,No,No
E1910,35,Operations,11,213,43,4,Medium,No,No
E1911,49,Finance,23,124,45,4,Medium,No,No
E1912,53,Operations,3,171,30,4,Medium,No,No
E1913,50,HR,13,163,33,3,High,No,Yes
E1914,59,Tech,16,234,27,2,Medium,No,No
E1915,47,Operations,2,246,9,4,High,No,No
E1916,56,Tech,22,235,3,3,High,Yes,No
E1917,49,Finance,12,187,32,3,Low,No,No
E1918,58,HR,8,166,16,5,Medium,No,No
E1919,53,Operations,20,246,10,5,High,No,No
E1920,57,Finance,7,154,6,4,High,No,Yes
E1921,47,Sales,16,126,16,5,Medium,No,Yes
E1922,53,Finance,15,235,27,4,Medium,No,No
E1923,24,Tech,15,171,16,4,Medium,Yes,No
E1924,42,HR,27,229,40,3,Low,No,No
E1925,22,HR,15,165,9,5,High,No,Yes
E1926,30,Finance,13,142,25,4,High,No,Yes
E1927,25,Sales,19,246,5,2,Medium,No,Yes
E1928,30,Tech,33,128,16,3,Low,No,No
E1929,53,Finance,28,172,15,1,High,No,No
E1930,58,Finance,2,167,38,5,Medium,No,No
E1931,33,HR,9,242,25,3,Low,No,Yes
E1932,51,Tech,19,201,3,2,Low,Yes,No
E1933,56,Sales,1,228,19,3,Low,No,No
E1934,44,HR,26,126,48,5,Medium,No,No
E1935,35,Finance,31,218,40,3,Low,No,No
E1936,49,HR,9,150,10,3,Low,No,Yes
E1937,28,HR,16,221,22,3,High,No,No
E1938,25,Operations,32,175,32,1,High,No,No
E1939,49,HR,5,218,30,1,Low,No,No
E1940,24,HR,17,124,6,3,Low,No,No
E1941,32,Tech,8,149,21,3,Medium,No,No
E1942,22,HR,7,141,4,3,Low,No,No
E1943,47,Sales,24,146,36,3,Low,No,No
E1944,51,Finance,30,246,0,1,Medium,No,No
E1945,56,Tech,3,142,5,5,High,No,No
E1946,56,HR,19,194,44,3,High,No,No
E1947,46,Sales,27,236,46,1,High,No,Yes
E1948,47,Finance,0,127,3,2,Medium,No,No
E1949,25,Tech,22,220,29,1,Medium,No,No
E1950,40,Sales,12,124,29,2,Medium,No,Yes
E1951,31,HR,15,205,16,3,Medium,No,No
E1952,30,Operations,25,249,23,4,Medium,No,No
E1953,58,Operations,30,131,30,3,Medium,Yes,No
E1954,26,Tech,0,166,27,3,Low,No,No
E1955,28,Sales,16,145,44,5,Low,No,Yes
E1956,43,Finance,15,221,42,3,High,No,Yes
E1957,46,Sales,9,239,3,4,Medium,No,No
E1958,32,Operations,30,189,38,2,Low,No,No
E1959,46,Tech,9,121,18,2,Medium,No,No
E1960,33,HR,33,145,23,3,Low,No,No
E1961,38,Sales,5,133,6,2,Low,No,No
E1962,45,Operations,27,201,45,5,Low,No,No
E1963,53,Finance,27,221,47,1,Medium,No,No
E1964,32,Tech,12,151,8,3,Low,No,No
E1965,56,HR,11,181,21,3,Medium,No,Yes
E1966,24,Sales,1,234,1,1,Low,No,Yes
E1967,25,Finance,7,149,26,4,Low,No,No
E1968,57,HR,8,150,15,3,High,No,No
E1969,28,Operations,7,156,4,4,Medium,Yes,No
E1970,48,Operations,2,221,11,4,Medium,No,No
E1971,51,Finance,8,247,25,3,Low,No,No
E1972,29,Operations,12,205,14,3,Low,No,No
E1973,49,Tech,8,178,2,3,High,No,No
E1974,34,Finance,30,147,8,2,Low,No,Yes
E1975,42,Operations,24,241,27,1,High,No,No
E1976,31,Sales,7,180,38,5,Medium,Yes,No
E1977,43,Operations,30,135,35,3,Medium,No,No
E1978,21,Tech,30,188,24,1,Medium,No,Yes
E1979,57,HR,16,163,40,1,Medium,No,No
E1980,41,HR,18,232,27,3,Low,No,No
E1981,46,Operations,2,138,46,1,Medium,No,No
E1982,56,HR,29,203,20,3,High,No,Yes
E1983,43,Operations,9,212,28,1,Low,No,No
E1984,21,Tech,28,219,24,1,Medium,No,No
E1985,35,HR,17,158,29,4,Medium,No,No
E1986,41,Sales,11,186,38,5,Medium,No,No
E1987,29,Operations,22,192,10,3,Low,No,No
E1988,29,HR,10,169,18,4,High,Yes,No
E1989,30,Tech,8,172,10,1,Medium,No,No
E1990,46,Tech,23,165,24,4,High,No,Yes
E1991,55,Sales,24,171,0,1,High,No,No
E1992,45,Tech,24,243,31,4,Low,No,No
E1993,46,Tech,8,124,20,4,Low,No,No
E1994,31,HR,11,193,44,4,High,No,No
E1995,58,Operations,10,214,12,4,Medium,No,No
E1996,22,Finance,27,194,33,3,Low,No,No
E1997,27,Tech,7,235,16,3,High,No,Yes
E1998,38,Tech,9,249,46,3,Medium,No,No
E1999,47,Finance,24,187,18,3,Medium,No,No
E2000,54,Tech,8,199,9,1,Medium,No,No
E2001,47,HR,7,224,41,3,High,No,Yes
E2002,37,HR,2,188,8,4,Low,No,No
E2003,44,Finance,17,135,10,1,Medium,No,Yes
E2004,45,Tech,34,206,37,3,Medium,No,Yes
E2005,27,Tech,16,243,30,4,High,No,Yes
E2006,26,Operations,27,160,1,2,Medium,Yes,No
E2007,44,Tech,14,238,23,3,Medium,No,No
E2008,53,HR,18,138,41,5,Medium,No,No
E2009,49,Sales,21,195,46,4,Medium,No,Yes
E2010,42,Sales,5,228,4,3,Medium,Yes,No
E2011,46,Sales,6,238,49,3,High,No,No
E2012,48,Sales,8,232,29,2,Medium,No,Yes
E2013,41,Tech,19,121,38,1,High,No,No
E2014,27,Tech,10,139,34,3,Medium,Yes,No
E2015,37,Operations,1,238,47,5,Low,No,No
E2016,40,Tech,21,214,16,5,Medium,No,Yes
E2017,40,Sales,4,140,30,4,Low,No,Yes
E2018,42,Finance,6,127,1,3,Medium,Yes,No
E2019,48,Finance,5,148,15,2,Medium,No,No
E2020,27,HR,21,154,20,3,High,No,No
E2021,21,HR,9,157,29,3,Low,No,No
E2022,52,Tech,19,209,0,3,High,Yes,Yes
E2023,33,Finance,27,187,13,4,High,No,No
E2024,50,Sales,22,228,15,4,Low,No,No
E2025,43,Sales,34,230,8,4,High,No,No
E2026,39,Sales,0,131,48,3,Low,No,No
E2027,52,Tech,28,151,7,4,Low,No,No
E2028,50,Tech,8,182,8,1,High,No,No
E2029,49,Operations,8,162,33,4,Medium,No,No
E2030,49,Sales,21,226,44,2,Medium,No,No
E2031,50,Sales,1,157,32,3,Medium,No,Yes
E2032,36,Tech,15,148,21,1,Low,No,No
E2033,39,Tech,5,174,29,2,Medium,No,No
E2034,38,Operations,12,171,6,5,Low,No,No
E2035,21,Operations,32,234,17,3,Low,Yes,No
E2036,34,HR,18,138,20,5,High,No,No
E2037,22,Finance,14,154,4,2,High,No,No
E2038,48,Sales,32,167,6,2,Medium,No,No
E2039,50,Sales,9,229,11,3,Low,No,No
E2040,58,Operations,0,150,16,3,Medium,No,No
E2041,24,Operations,11,122,23,3,High,No,No
E2042,21,HR,28,207,36,3,Low,No,No
E2043,28,Finance,16,171,43,4,Low,No,No
E2044,49,HR,3,190,18,3,High,No,No
E2045,59,Finance,28,170,44,3,Medium,No,No
E2046,23,Sales,6,175,15,3,Low,No,No
E2047,52,HR,12,218,24,4,Low,No,No
E2048,30,Operations,4,140,26,4,High,No,No
E2049,30,HR,5,248,41,3,Medium,No,No
E2050,39,HR,33,227,43,3,Low,No,Yes
E2051,54,Sales,6,172,6,3,High,Yes,Yes
E2052,53,Operations,27,125,45,5,High,No,Yes
E2053,43,Operations,9,201,41,2,Low,No,No
E2054,48,Tech,3,198,7,4,Medium,No,No
E2055,52,Tech,2,166,14,3,Low,No,No
E2056,27,Tech,24,215,15,3,Medium,Yes,No
E2057,49,Sales,22,225,7,5,Low,No,Yes
E2058,28,HR,26,201,35,3,Medium,No,Yes
E2059,21,Operations,13,150,31,4,Medium,No,No
E2060,23,Operations,31,177,16,3,Medium,Yes,No
E2061,44,HR,22,142,35,2,Medium,No,No
E2062,43,Operations,2,160,21,4,Low,No,No
E2063,28,HR,34,134,31,5,High,No,No
E2064,57,Sales,12,206,10,4,Low,Yes,No
E2065,23,Sales,33,122,44,2,Medium,No,No
E2066,53,Sales,23,120,5,3,Low,No,No
E2067,48,HR,0,194,21,3,Medium,No,No
E2068,28,HR,11,195,13,3,Low,Yes,No
E2069,54,Finance,7,123,27,2,Low,No,No
E2070,55,Operations,18,144,38,2,Medium,Yes,No
E2071,52,Operations,8,213,11,4,Low,No,No
E2072,44,Finance,27,215,26,4,Medium,No,Yes
E2073,34,Finance,13,227,0,4,Low,No,No
E2074,52,Sales,26,218,9,5,Low,No,No
E2075,36,Finance,17,214,32,3,Medium,No,Yes
E2076,24,HR,5,219,15,4,Low,No,No
